medcode	stdterm	attrstring	linkto	comment
606652	 primigravida elderly 	TT	23372	
606653	 primipara old 	TT	23372	
606654	 dystocia 	T	819	
606655	 malposition foetus complicating delivery 	TTTT	23590	
606656	 malpresentation at delivery 	TIT	23590	
606657	 delivery abnormal bony pelvis 	TTTT	23548	
606658	 malpresentation at delivery face to pube 	TITTIT	23379	
606659	 labour difficult atony uterus 	TTTT	23362	
606660	 uterus atony 	TT	23362	
606661	 inertia uterus complicating delivery 	TTTT	37345	
606662	 prolonged labour 	TT	35628	
606663	 delivery delay in second stage 	TTITT	20308	
606664	 delay 2 nd stage labour 	TTTTT	20308	
606665	 delivery prolapsed cord mother 	TTTT	18370	
606666	 prolapsed cord mother 	TTT	18370	
606667	 laceration perineal at delivery slight 	TTITT	19599	
606668	 laceration perineal at delivery third de 	TTITTT	11650	
606669	 laceration perineal at delivery extensiv 	TTITT	15256	
606670	 perineal laceration at delivery 	TTIT	15256	
606671	 uterine perforation obstetrical 	TTT	29529	
606672	 ruptured uterus complicating delivery 	TTTT	20055	
606673	 inversion uterus complicating delivery 	TTTT	33352	
606674	 laceration bladder complicating delivery 	TTTT	28730	
606675	 obstetrical trauma 	TT	44385	
606676	 delivery obstetric trauma 	TTT	71745	
606677	 trauma obstetrical at delivery 	TTIT	71745	
606678	 pph postpartum haemorrhage 	TTT	1492	
606679	 postnatal haemorrhage 	TT	1492	
606680	 postpartum haemorrhage immediate 	TTT	16321	
606681	 retained placenta 	TT	2514	
606682	 postpartum haemorrhage delayed 	TTT	4367	
606683	 puerperal coagulopathy 	TT	20165	
606684	 placenta adherent complicating delivery 	TTTT	29556	
606685	 delivery accreta placenta 	TTT	29556	
606686	 retained placenta fragments puerperium 	TTTT	2872	
606687	 delivery death due anaesthetic 	TTIT	65702	
606688	 maternal distress delivery 	TTT	16348	
606689	 shock obstetric 	TT	36959	
606690	 delivery caesarian section mother 	TTTT	720	
606691	 delivery sudden death mother 	TTTT	56420	
606692	 sudden death childbirth cause unknown 	TTTTT	49478	
606693	 sudden death puerperium cause unknown 	TTTTT	49478	
606694	 labour difficult 	TT	5522	
606695	 pregnancy complicated delivery 	TTT	5522	
606696	 puerperal complications 	TT	34868	
606697	 puerperal infection 	TT	17634	
606698	 abscess postpartum 	TT	11690	
606699	 cellulitis postpartum 	TT	11690	
606700	 fever childbed 	TT	11690	
606701	 pelvic abscess puerperal 	TTT	11690	
606702	 salpingitis puerperal 	TT	41483	
606703	 septicaemia puerperal 	TT	7781	
606704	 varix complicating pregnancy 	TTT	29620	
606705	 varix puerperal 	TT	29620	
606706	 varicose veins pregnancy 	TTT	16046	
606707	 pregnancy phlebitis 	TT	23456	
606708	 varices puerperal infected 	TTT	20098	
606709	 thrombophlebitis puerperal 	TT	20098	
606710	 pregnancy phlebothrombosis 	TT	23667	
606711	 pregnancy milk leg 	TTT	23667	
606712	 thrombosis pregnancy 	TT	23667	
606713	 thrombosis deep vein puerperium 	TTTT	4607	
606714	 phlebothrombosis puerperium 	TT	4607	
606715	 thrombosis puerperium 	TT	4607	
606716	 white leg puerperium 	TTT	16250	
606717	 puerperal milk leg 	TTT	16250	
606718	 phlegmasia alba dolens 	TTT	16250	
606719	 milk fever 	TT	24407	
606720	 pyrexia unknown origin puerperium 	TTTT	24046	
606721	 pyrexia puerperal 	TT	4382	
606722	 pulmonary embolism puerperal 	TTT	7174	
606723	 pulmonary embolism puerperal air 	TTTT	31313	
606724	 puerperal air embolism 	TTT	31313	
606725	 embolism amniotic fluid puerperal 	TTTT	44192	
606726	 pulmonary embolism puerperal amniotic fl 	TTTTT	44192	
606727	 pulmonary embolism puerperal septic 	TTTT	59059	
606728	 puerperal cerebral haemorrhage 	TTT	42335	
606729	 puerperal blood dyscrasia 	TTT	41447	
606730	 puerperal anaemia megaloblastic 	TTT	41447	
606731	 puerperal anaemia not due blood loss 	TTIFFF	41447	
606732	 puerperal anaemia due blood loss 	TTITT	41447	
606733	 infection nipple 	TT	19737	
606734	 postpartum abscess nipple 	TTT	72195	
606735	 puerperal breast abscess 	TTT	15533	
606736	 postpartum abscess areola breast 	TTTT	15533	
606737	 mastitis lactating 	TT	5045	
606738	 puerperal mastitis 	TT	5045	
606739	 puerperal breast infection 	TTT	16281	
606740	 postpartum breast problems 	TTT	30944	
606741	 lactation improper 	TT	3893	
606742	 puerperal inflammation nipple 	TTT	15297	
606743	 lactating engorgement breast 	TTT	14765	
606744	 engorgement breast 	TT	14756	
606745	 postpartum caked breast 	TTT	59269	
606746	 painful breast feeding 	TTT	29535	
606747	 milk absence 	TT	31255	
606748	 suppression lactation 	TT	2429	
606749	 syndrome chiari frommel 	TTT	4243	
606750	 galactorrhoea 	T	4243	
606751	 lactorrhoea 	T	4243	
606752	 milk excessive 	TT	4243	
606753	 postpartum galactocele 	TT	56747	
606754	 postpartum abnormal secretion breast 	TTTT	56747	
606755	 lactation disorder 	TT	11737	
606756	 dermatosis papulosa nigra 	TTT	11208	
606757	 streptococcal skin infection 	TTT	4495	
606758	 septic infection skin 	TTT	4495	
606759	 furunculosis 	T	1356	
606760	 skin sores 	TT	1356	
606761	 boil skin 	TT	1356	
606762	 furuncle 	T	1356	
606763	 boil 	T	1356	
606764	 boil face 	TT	15192	
606765	 boil ear 	TT	1255	
606766	 boil nose septum 	TTT	24128	
606767	 boil temple region 	TTT	49523	
606768	 boil nose 	TT	29338	
606769	 boil nose outside 	TTT	29338	
606770	 boil neck 	TT	14987	
606771	 boil trunk 	TT	16296	
606772	 boil chest wall 	TTT	15306	
606773	 boil breast 	TT	14993	
606774	 boil back 	TT	15242	
606775	 boil abdominal wall 	TTT	15332	
606776	 boil groin 	TT	14868	
606777	 boil shoulder 	TT	20012	
606778	 boil axilla 	TT	181	
606779	 boil upper arm 	TTT	20036	
606780	 boil forearm 	TT	20047	
606781	 boil arm 	TT	2440	
606782	 boil hand 	TT	29307	
606783	 boil wrist 	TT	16464	
606784	 boil thumb 	TT	10281	
606785	 boil finger 	TT	16291	
606786	 furunculosis finger 	TT	16291	
606787	 boil buttock 	TT	15427	
606788	 gluteal boil 	TT	15427	
606789	 boil anus 	TT	29668	
606790	 boil hip 	TT	27485	
606791	 boil thigh 	TT	16533	
606792	 boil knee 	TT	23387	
606793	 boil ankle 	TT	20203	
606794	 boil lower extremity 	TTT	15246	
606795	 boil leg 	TT	15246	
606796	 boil foot 	TT	31379	
606797	 boil heel 	TT	17113	
606798	 boil toe 	TT	16703	
606799	 boil scalp 	TT	144	
606800	 boil head 	TT	144	
606801	 boils multiple sites 	TTT	1308	
606802	 abscess multiple 	TT	1308	
606803	 felon cellulitis digit with lymphangit 	TTTIT	5697	
606804	 cellulitis digit 	TT	5697	
606805	 abscess finger 	TT	4779	
606806	 septic finger 	TT	4779	
606807	 finger cellulitis 	TT	3527	
606808	 agnail with lymphangitis hangnail 	TITT	5119	
606809	 septic toe 	TT	3960	
606810	 abscess toe 	TT	3363	
606811	 toe cellulitis 	TT	3363	
606812	 infection nail 	TT	5737	
606813	 paronychia acute 	TT	1442	
606814	 abscess face 	TT	3998	
606815	 infection face 	TT	3998	
606816	 cellulitis face 	TT	3998	
606817	 abscess cheek 	TT	2658	
606818	 abscess nose 	TT	10485	
606819	 infection nose 	TT	10485	
606820	 cellulitis nose 	TT	10485	
606821	 abscess nose external 	TTT	10485	
606822	 abscess chin 	TT	15549	
606823	 abscess submental 	TT	15549	
606824	 abscess submandibular 	TT	15327	
606825	 cellulitis jaw region 	TTT	15327	
606826	 abscess forehead 	TT	15475	
606827	 abscess temporal region 	TTT	16032	
606828	 abscess submaxillary 	TT	20389	
606829	 cellulitis neck 	TT	2711	
606830	 abscess neck region 	TTT	2711	
606831	 infection neck 	TT	2711	
606832	 sternomastoid abscess 	TT	6432	
606833	 cellulitis trunk 	TT	27717	
606834	 abscess trunk 	TT	27717	
606835	 abscess pectoral 	TT	4394	
606836	 cellulitis pectoral 	TT	4394	
606837	 abscess infraclavicular fossa 	TTT	4394	
606838	 abscess subpectoral 	TT	4394	
606839	 cellulitis back 	TT	1874	
606840	 abscess subdorsal 	TT	1874	
606841	 abscess back 	TT	1874	
606842	 abscess lumbar nontuberculous 	TTT	1874	
606843	 abscess abdominal wall 	TTT	4973	
606844	 cellulitis abdominal wall 	TTT	4973	
606845	 abscess suprapubic 	TT	4973	
606846	 infection umbilical 	TT	14937	
606847	 abscess urachus 	TT	14937	
606848	 recurrent umbilical infection 	TTT	14937	
606849	 cellulitis urachus 	TT	14937	
606850	 navel infected 	TT	14937	
606851	 abscess navel 	TT	14937	
606852	 umbilicus red 	TT	14937	
606853	 abscess iliac region 	TTT	23585	
606854	 abscess loin 	TT	23585	
606855	 abscess side trunk 	TTT	23585	
606856	 inguinal region abscess 	TTT	1923	
606857	 abscess groin 	TT	1923	
606858	 cellulitis groin 	TT	1923	
606859	 cellulitis retroperineal 	TT	4400	
606860	 abscess perineum 	TT	4400	
606861	 cellulitis perineum 	TT	4400	
606862	 retroperineal abscess 	TT	4400	
606863	 abscess mural of trunk 	TTIT	36349	
606864	 abscess arm 	TT	3461	
606865	 cellulitis arm 	TT	3461	
606866	 abscess shoulder 	TT	5089	
606867	 abscess supraclavicular 	TT	5089	
606868	 cellulitis shoulder 	TT	5089	
606869	 abscess axilla 	TT	1772	
606870	 cellulitis axilla 	TT	1772	
606871	 abscess elbow 	TT	3223	
606872	 abscess antecubital space 	TTT	3223	
606873	 abscess forearm 	TT	27903	
606874	 infection hand 	TT	1415	
606875	 cellulitis hand 	TT	2914	
606876	 abscess hand 	TT	2914	
606877	 cellulitis wrist 	TT	3465	
606878	 abscess wrist 	TT	3465	
606879	 abscess palmar space 	TTT	23604	
606880	 abscess web space 	TTT	23604	
606881	 abscess buttock 	TT	2897	
606882	 cellulitis buttock 	TT	2897	
606883	 cellulitis gluteal 	TT	2897	
606884	 gluteal abscess 	TT	2897	
606885	 abscess nates 	TT	2897	
606886	 infection leg 	TT	10326	
606887	 abscess hip 	TT	3597	
606888	 cellulitis hip 	TT	3597	
606889	 abscess femoral region 	TTT	2847	
606890	 thigh abscess 	TT	2847	
606891	 abscess upper leg 	TTT	2847	
606892	 cellulitis thigh 	TT	2847	
606893	 abscess popliteal 	TT	2216	
606894	 knee infection 	TT	2216	
606895	 cellulitis knee 	TT	2216	
606896	 abscess prepatellar 	TT	2216	
606897	 abscess knee 	TT	2216	
606898	 cellulitis ankle 	TT	10974	
606899	 abscess ankle 	TT	10974	
606900	 abscess leg 	TT	680	
606901	 cellulitis leg 	TT	680	
606902	 cellulitis foot 	TT	2089	
606903	 abscess foot 	TT	2089	
606904	 abscess heel 	TT	15642	
606905	 cellulitis heel 	TT	15642	
606906	 cellulitis pinna 	TT	205	
606907	 infection pinna 	TT	205	
606908	 abscess ear lobe 	TTT	14972	
606909	 abscess subgaleal 	TT	14972	
606910	 cellulitis head 	TT	24960	
606911	 abscess parietal region 	TTT	24960	
606912	 abscess head 	TT	24960	
606913	 sterile abscess 	TT	309	
606914	 cellulitis septic 	TT	309	
606915	 cellulitis 	T	309	
606916	 abscess no cellulitis 	TIF	309	
606917	 abscess skin 	TT	309	
606918	 abscess fistulous 	TT	309	
606919	 abscess with cellulitis 	TIT	309	
606920	 acute cellulitis 	TT	309	
606921	 abscess phagedenic 	TT	309	
606922	 abscess subcutaneous 	TT	309	
606923	 cellulitis suppurative 	TT	309	
606924	 abscess fochier 	TT	309	
606925	 abscess phlegmonous 	TT	309	
606926	 recurrent abscess 	TT	309	
606927	 acute abscess connective tissue 	TTTT	309	
606928	 abscess rupture spontaneous 	TTT	309	
606929	 abscess suppurative 	TT	309	
606930	 abscess 	T	309	
606931	 abscess pernicious 	TT	309	
606932	 abscess sloughing 	TT	309	
606933	 phlegmonous abscess subcutaneous 	TTT	309	
606934	 cellulitis phlegmonous 	TT	309	
606935	 abscess staphylococcal 	TT	309	
606936	 abscess connective tissue 	TTT	309	
606937	 abscess with lymphangitis 	TIT	309	
606938	 abscess ductless gland 	TTT	5965	
606939	 abscess lymphatic gland / node 	TTOIO	8045	
606940	 suppurative lymphadenitis 	TT	8045	
606941	 adenophlegmon 	T	8045	
606942	 lymphadenitis acute 	TT	8045	
606943	 painful lymph nodes 	TTT	8045	
606944	 lymph nodes painful 	TTT	8045	
606945	 adenitis acute 	TT	4407	
606946	 abscess axilla lymph gland / node 	TTTOIO	5111	
606947	 abscess inguinal lymph gland / node 	TTTOIO	5111	
606948	 adenitis groin 	TT	5111	
606949	 axillary adenitis 	TT	5111	
606950	 infection lymph gland inguinal 	TTTT	5111	
606951	 infection lymph gland axillary 	TTTT	5111	
606952	 infection axillary gland 	TTT	5111	
606953	 adenitis neck 	TT	787	
606954	 infection lymph gland neck 	TTTT	787	
606955	 abscess neck lymph gland / node 	TTTOIO	787	
606956	 tonsillar adenitis 	TT	787	
606957	 cervical adenitis 	TT	787	
606958	 impetigo vulgaris 	TT	943	
606959	 impetigo contagiosa 	TT	20278	
606960	 pilonidal cyst 	TT	5077	
606961	 pilonidal dimple 	TT	5077	
606962	 pilonidal swelling 	TT	5077	
606963	 pilonidal abscess 	TT	1420	
606964	 fistula pilonidal 	TT	33891	
606965	 pilonidal sinus 	TT	1109	
606966	 sinus sacral 	TT	1109	
606967	 pyoderma gangrenosa 	TT	4837	
606968	 pyodermia 	T	4837	
606969	 streptococcal pyoderma 	TT	4837	
606970	 dermatitis suppurative 	TT	14734	
606971	 dermatitis purulent 	TT	14734	
606972	 dermatitis septic 	TT	14734	
606973	 ulcer tropical 	TT	38282	
606974	 granuloma cystic 	TT	875	
606975	 granuloma thumb 	TT	875	
606976	 granuloma 	T	875	
606977	 umbilicus unhealed 	TT	4236	
606978	 abscess scalp 	TT	5535	
606979	 infection scalp 	TT	5535	
606980	 cellulitis scalp 	TT	5535	
606981	 eczema pustular 	TT	15372	
606982	 scar inflamed 	TT	4197	
606983	 skin infection 	TT	3128	
606984	 ulcer lower extremity pyogenic 	TTTT	16558	
606985	 impetigenous dermatitis 	TT	986	
606986	 nailbed infected 	TT	5236	
606987	 abscess thumb 	TT	11660	
606988	 thumb septic 	TT	11660	
606989	 cellulitis thumb 	TT	9233	
606990	 paronychia chronic 	TT	10053	
606991	 sebaceous cyst infected 	TTT	2007	
606992	 infected cyst 	TT	2007	
606993	 inflammation thigh 	TT	22151	
606994	 inflammation umbilical 	TT	22151	
606995	 inflammation leg 	TT	22151	
606996	 skin inflammation 	TT	22151	
606997	 inflammation buttock 	TT	22151	
606998	 inflammation arm 	TT	22151	
606999	 dandruff 	T	3069	
607000	 dermatitis infectious eczematoid 	TTT	6728	
607001	 napkin rash ammonia dermatitis 	TTTT	2693	
607002	 rash diaper 	TT	2693	
607003	 rash napkin diaper 	TTT	1685	
607004	 allergy atopic dermatitis 	TTT	1741	
607005	 dermatitis atopic 	TT	1741	
607006	 eczema atopic 	TT	1741	
607007	 atopy / atopic state 	OIOT	1741	
607008	 eczema with asthma 	TIT	1741	
607009	 allergy atopic dermatitis due food 	TTTIT	1741	
607010	 dermatitis flexural 	TT	1240	
607011	 neurodermatitis disseminated 	TT	9888	
607012	 psychogenic neurodermatitis 	TT	10840	
607013	 psychogenic eczema 	TT	10840	
607014	 eczema seborrhoeic infantile 	TTT	3580	
607015	 dermatosis allergic 	TT	6399	
607016	 dermatitis contact 	TT	1427	
607017	 eczema contact 	TT	5391	
607018	 washerwoman itch 	TT	13386	
607019	 eczema due detergent 	TIT	13386	
607020	 allergy detergent 	TT	13386	
607021	 eczema due oil / grease 	TIOIO	23561	
607022	 allergy grease 	TT	5022	
607023	 allergy oil 	TT	23031	
607024	 allergy solvent 	TT	23029	
607025	 allergy alcohol 	TT	13369	
607026	 allergy arnica 	TT	63353	
607027	 allergy fungicide 	TT	13399	
607028	 allergy iodine 	TT	13366	
607029	 allergy iodoform 	TT	13366	
607030	 allergy keratolytic 	TT	96698	
607031	 allergy mercurial 	TT	23030	
607032	 allergy pediculocide 	TT	50719	
607033	 allergy phenol 	TT	48081	
607034	 allergy scabicides 	TT	9245	
607035	 dermatitis drug applied to skin 	TTTIT	5557	
607036	 dermatitis medicamentosa skin applicatio 	TTTT	5557	
607037	 reaction drug external 	TTT	5557	
607038	 allergy drug applied externally 	TTTT	5557	
607039	 eruption skin due drug applied 	TTITT	5557	
607040	 allergy cantharides 	TT	5557	
607041	 allergy arsenic 	TT	5557	
607042	 allergy penicillin contact 	TTT	5557	
607043	 allergy chemical acid / alkali / caustic 	TTOIOIO	23032	
607044	 allergy to zinc oxide plaster 	TITTT	3987	
607045	 dermatitis adhesive plaster 	TTT	3987	
607046	 allergy adhesive tape 	TTT	3987	
607047	 allergy plaster medicated 	TTT	13373	
607048	 dermatitis rubber 	TT	13379	
607049	 allergy petroleum product 	TTT	13403	
607050	 allergy plant leaf contact 	TTTT	3698	
607051	 eczema due plants not food 	TITIF	3698	
607052	 allergy poison ivy 	TTT	39256	
607053	 dermatitis poison ivy 	TTT	39256	
607054	 poison ivy reaction to 	TTTI	39256	
607055	 allergy poison oak 	TTT	73335	
607056	 allergy poison sumac 	TTT	94746	
607057	 allergy primula 	TT	3041	
607058	 allergy primrose 	TT	3041	
607059	 chrysanthemum allergy 	TT	38455	
607060	 allergy orris root 	TTT	38455	
607061	 skin farmer 	TT	8447	
607062	 eczema solare 	TT	8447	
607063	 dermatitis sunlight 	TT	2940	
607064	 sunlight adverse effect 	TTT	2940	
607065	 erythema solare 	TT	3744	
607066	 dermatitis actinic 	TT	4739	
607067	 photodermatosis 	T	4739	
607068	 rash light eruption 	TTT	2978	
607069	 photosensitivity 	T	2978	
607070	 rash light sensitivity 	TTT	2978	
607071	 allergy light 	TT	25502	
607072	 dermatitis allergic 	TT	334	
607073	 disorder allergic skin 	TTT	334	
607074	 skin allergy 	TT	334	
607075	 eczema allergic 	TT	334	
607076	 reticuloid actinic 	TT	53468	
607077	 allergy face powder 	TTT	4880	
607078	 dermatitis cosmetic 	TT	4880	
607079	 allergy wool 	TT	7427	
607080	 dermatitis weather 	TT	36142	
607081	 allergy cold weather 	TTT	36142	
607082	 allergy dye 	TT	13365	
607083	 allergy fur 	TT	13374	
607084	 allergy heat / hot weather 	TOIOT	13391	
607085	 allergy metal 	TT	13371	
607086	 nickel allergy 	TT	1961	
607087	 dermatitis radium 	TT	29498	
607088	 x ray skin reaction 	TTTT	23562	
607089	 x ray dermatitis 	TTT	23562	
607090	 rash enema 	TT	13392	
607091	 allergy tobacco 	TT	13392	
607092	 itch bricklayers 	TT	13392	
607093	 itch bakers 	TT	13392	
607094	 dermatitis caterpillar 	TT	13392	
607095	 allergy leather 	TT	13392	
607096	 recurrent dermatitis 	TT	488	
607097	 dermatitis 	T	488	
607098	 dermatitis relapse 	TT	488	
607099	 dermatitis forefoot 	TT	488	
607100	 eczema scalp 	TT	230	
607101	 eczema 	T	230	
607102	 eczema relapse 	TT	230	
607103	 rash eczematous 	TT	230	
607104	 eczema discoid 	TT	1095	
607105	 eczema impetiginous 	TT	1424	
607106	 eczema infected 	TT	1424	
607107	 eczema hand 	TT	3699	
607108	 skin allergic reaction 	TTT	2192	
